geometry_type,coord_x,coord_y,feature_type,cdns,certs_BREAAM,certs_EUcoc,certs_LEED,certs_Other,certs_UT_cert,certs_UT_level,clouds,company_name,construction_date,country,fibres,gross_max_power,id,ixps,m2,name,networks,readyForService,readyForService_dt,construction_date_dt,readyForService_dmy,construction_date_dmy
Point,103.7458806,1.3288237,Feature,[],,,,,,,[],M1 Ltd,,Singapore,[],,06fc38b5-b62b-11e5-ad0b-02b4d6763261,[],,Jurong East,[],,,,,
Point,103.853792,1.302377,Feature,[],,,,,,,[],AIMS,,Singapore,[],,06fc38c5-b62b-11e5-ad0b-02b4d6763261,[],,Singapore,[],,,,,
Point,103.819836,1.352083,Feature,[],,,,,,,[],ERN Global,,Singapore,[],,0707aa67-b62b-11e5-ad0b-02b4d6763261,[],,Singapore,[],,,,,
Point,103.781569,1.291178,Feature,[],,,,,,,[],Singapore Open eXchange (SOX),,Singapore,[],,0707d17e-b62b-11e5-ad0b-02b4d6763261,[],,Singapore Open Exchange (SOX),[],,,,,
Point,103.819836,1.352083,Feature,[],,,,,,,[],Yardi,,Singapore,[],,070909fd-b62b-11e5-ad0b-02b4d6763261,[],,Singapore,[],,,,,
Point,20.4132817,44.8199386,Feature,[],,,,,,,[],Serbia BroadBand,,Serbia and Montenegro,[],,074d17e3-b62b-11e5-ad0b-02b4d6763261,[],,Serbia BroadBand,[],,,,,
Point,20.4344458,44.794806,Feature,[],,,,,,,[],VeratNet,,Serbia and Montenegro,[],,0748f923-b62b-11e5-ad0b-02b4d6763261,[],,Beograd,[],,,,,
Point,36.69603600000005,-3.368063,Feature,[],,,,,,,[],Habari Node Limited,,Tanzania,[],,26c4054d-2343-4b3d-9d6b-8457de116941,[],,Arusha,[],,,,,
Point,39.20182520000003,-6.704297199999999,Feature,[],,,,,,,[],Millicom (Tigo),,Tanzania,[],,8e31564d-82b4-43f5-966e-95a3125e4960,[],,Kinondoni,[],,,,,
Point,39.2905389,-6.814333899999999,Feature,[],,,,,,,[],Raha,,Tanzania,[],,c90a2da5-883d-45c0-ba58-4eba3402b88e,[],,Dar es Salaam,[],,,,,
Point,39.28554800000006,-6.817272999999999,Feature,[],,,,,,,[],Simply Connect,,Tanzania,[],,4f7b326c-010c-41c0-ab81-2ad037cce1cd,[],,Dar es Salaam,[],,,,,
Point,39.28879489999997,-6.813257999999999,Feature,[],,,,,,,[],Tanzania Internet eXchange (TIX),,Tanzania,[],,803cc46d-030c-487d-8257-8ca139634c07,[],,Tanzania Internet eXchange,[],,,,,
Point,39.28897749999999,-6.816283299999999,Feature,[],,,,,,,[],Aptus Solutions,,Tanzania,[],,50c4b9ee-524c-4dca-8d75-4343c78802ef,[],,Dar es Salaam,[],,,,,
Point,39.26682579999999,-6.856008499999999,Feature,[],,,,,,,[],Millicom (Tigo),,Tanzania,[],,ce53f8aa-37a2-40ef-b459-ec9f4d042203,[],,Dar es Salaam,[],,,,,
Point,39.279559300000074,-6.787922599999999,Feature,[],,,,,,,[],Vodacom Business,,Tanzania,[],,4c52db5a-834c-44c7-a4b1-981e671bc84d,[],,Dar es Salaam,[],,,,,
Point,39.25717229999998,-6.774403799999999,Feature,[],,,,,,,[],Viettel Tanzania Ltd (Halotel),,Tanzania,[],,e88f9e0d-8de0-4553-bfe8-2426f1509fe7,[],,Dar es Salaam,[],,,,,
Point,39.28962279999996,-6.8141708,Feature,[],,,,,,,[],Spicenet,,Tanzania,[],,d4fa0067-9511-476a-9aaf-7274453c27d5,[],,Dar-es-Salaam,[],,,,,
Point,39.275871999999936,-6.790959000000001,Feature,[],,,,,,,[],CenterServ,,Tanzania,[],,eed21ef5-d856-4a98-bc6c-e87a4b718306,[],,Dar Es Salaam,[],,,,,
Point,39.24237990000006,-6.7695618,Feature,[],,,,,,,[],Tanzania Telecommunication Corporation,,Tanzania,[],,07889a4b-b62b-11e5-ad0b-02b4d6763261,[],,National Internet Data Center,[],,,,,
Point,39.21276408,-6.655977048,Feature,[],,,,,,,[],SEACOM,,Tanzania,[],,06d576d4-b62b-11e5-ad0b-02b4d6763261,[],,CLS Dar Es Salaam,[],,,,,
Point,-66.8686455,10.4904651,Feature,[],,,,,,,[],Neutrona,,Venezuela,[],,06d094d3-b62b-11e5-ad0b-02b4d6763261,[],,Caracas,"[""Belgacom International Carrier Services""]",,,,,
Point,106.74035944047546,10.753471883647366,Feature,[],,,,,0,1,[],Zenlayer,,Vietnam,[],,017a99c4-8e0a-4118-b85e-5fcf3313e127,[],,Ho Chi Minh City 1,[],,,,,
Point,106.6296638,10.8230989,Feature,[],,,,,,,[],Acclivis Technologies and Solutions Pte Ltd,,Vietnam,[],,074f3ab6-b62b-11e5-ad0b-02b4d6763261,[],,Ho Chi Minh City,"[""Belgacom International Carrier Services""]",,,,,
Point,106.6468148,10.8084306,Feature,[],,,,,,,[],Vinadata JSC,,Vietnam,[],,069c6577-b62b-11e5-ad0b-02b4d6763261,[],,Vinadata,[],,,,,
Point,105.78919494575496,21.027305635241085,Feature,[],,,,,2,3,[],FPT International Telecom,,Vietnam,[],,823f30d6-9a1d-4f2c-8f71-6b6019fe977f,"[""VNNIC"", ""VNPT"", ""Viettel""]",,FPT FORNIX,[],,,,,
Point,105.85,21.0333333,Feature,[],,,,,,,[],Hanel-CSF Data Center,,Vietnam,[],,074b1c08-b62b-11e5-ad0b-02b4d6763261,[],,Hanoi,[],,,,,
Point,105.8271398,21.1245303,Feature,[],,,,,,,[],Global Data Service,,Vietnam,[],,07450183-b62b-11e5-ad0b-02b4d6763261,[],,GDS Hanoi Thanglong,[],,,,,
Point,105.7851393,21.0136878,Feature,[],,,,,,,[],FPT Telecom,,Vietnam,[],,06dbb86b-b62b-11e5-ad0b-02b4d6763261,[],,Hanoi,[],,,,,
Point,-96.845467,32.9643,Feature,[],,,,,0,1,[],ServerPhase,,United States,[],,07541cbf-b62b-11e5-ad0b-02b4d6763261,[],,ServerPhase Data Center,[],,,,,
Point,-93.178359,44.959428,Feature,[],,,,,0,1,[],Sungard,,United States,[],,72168627-a793-48ee-87db-2c6156870606,[],929.0,St. Paul Workgroup,[],,,,,
Point,-73.881386,41.599537,Feature,[],,,,,0,1,[],CyrusOne,,United States,[],10000.0,4ace6530-8ced-4bae-a075-bf41cfd6f964,[],3437.0,Wappingers Falls,[],,,,,
Point,-74.242994,40.906597,Feature,[],,,,,0,1,[],CyrusOne,,United States,[],16000.0,b4618fc1-f847-4630-8f43-2e5e6ea37a62,[],4645.0,Totowa,[],,,,,
Point,-73.395269,41.110961,Feature,[],,,,,0,1,[],CyrusOne,,United States,[],16000.0,48910b06-bf6e-4cd0-aa94-e804d211be26,[],6968.0,Norwalk,[],,,,,
Point,-90.6645718,42.5005583,Feature,[],,,,,,,[],Enseva,,United States,[],,07432cc2-b62b-11e5-ad0b-02b4d6763261,[],,Dubuque,[],,,,,
Point,-91.6813321,42.0566644,Feature,[],,,,,,,[],Enseva,,United States,[],0.0,07432cd1-b62b-11e5-ad0b-02b4d6763261,[],,Hiawatha,[],,,,,
Point,-71.3161718,42.6334247,Feature,[],,,,,,,[],"Markley Boston, LLC.",,United States,[],,06d528b8-b62b-11e5-ad0b-02b4d6763261,[],,Lowell,[],,,,,
Point,-89.4245911,42.9948546,Feature,[],,,,,,,[],OneNeck,,United States,[],0.0,07c702df-b62b-11e5-ad0b-02b4d6763261,[],3901.0,Madison,[],,,,,
Point,-111.8268072,33.3552874,Feature,[],,,,,,,[],OneNeck,,United States,[],0.0,078c91e1-b62b-11e5-ad0b-02b4d6763261,[],,Phoenix 1,[],,,,,
Point,-111.789027,33.3528264,Feature,[],,,,,,,[],Baselayer,,United States,[],,078bf5ae-b62b-11e5-ad0b-02b4d6763261,[],,Gilbert,[],,,,,
Point,-122.5593218,49.0743308,Feature,[],,,,,,,[],NASA space agency,,United States,[],,074b1c10-b62b-11e5-ad0b-02b4d6763261,[],,Langley,[],,,,,
Point,-84.5904089,33.8569878,Feature,[],,,,,,,[],CentriLogic,,United States,[],,07c6dbcc-b62b-11e5-ad0b-02b4d6763261,[],,US Virgin Islands,[],,,,,
Point,-88.2491111,41.8759986,Feature,[],,,,,,,[],Continuum Datacenters,,United States,[],,078bf5ac-b62b-11e5-ad0b-02b4d6763261,[],,Continuum Data Centers,[],,,,,
Point,-83.02901456381835,40.19538241913307,Feature,[],,,,,,,[],Amazon,,United States,[],,074fafe6-b62b-11e5-ad0b-02b4d6763261,[],,Orange Township,[],,,,,
Point,-76.2360691,36.860944,Feature,[],,,,,0,1,[],EdgeConneX,,United States,[],,06a05d15-b62b-11e5-ad0b-02b4d6763261,[],473.0,Norfolk,"[""Windstream Communications"", ""Level 3 Communications, LLC"", ""Cox Communications""]",,,,,
Point,-114.0708459,51.0486151,Feature,[],,,,,,,[],Katalyst,,United States,[],,073a2c1e-b62b-11e5-ad0b-02b4d6763261,[],,iGlass Calgary,[],,,,,
Point,-76.6828777,40.262471,Feature,[],,,,,,,[],Penn State,,United States,[],,069cb39a-b62b-11e5-ad0b-02b4d6763261,[],,Hershey,[],,,,,
Point,-74.8551644,40.1795537,Feature,[],,,,,,,[],Keystone NAP,,United States,[],,06a27ffe-b62b-11e5-ad0b-02b4d6763261,[],,Pennsylvania,[],,,,,
Point,-75.4515302,40.0862408,Feature,[],,,,,,,[],Xand,,United States,[],0.0,070f4b85-b62b-11e5-ad0b-02b4d6763261,[],668.0,Valley Forge,[],,,,,
Point,-75.503995,40.6170448,Feature,[],,,,,,,[],Xand,,United States,[],0.0,07c506fd-b62b-11e5-ad0b-02b4d6763261,[],,Lehigh Valley,[],,,,,
Point,-77.1945247,41.2033216,Feature,[],,,,,,,[],Xand,,United States,[],0.0,06fed0ca-b62b-11e5-ad0b-02b4d6763261,[],1300.0,Tek Park,[],,,,,
Point,-80.9978086,34.9280509,Feature,[],,,,,0,1,[],Immedion,,United States,[],,075443c4-b62b-11e5-ad0b-02b4d6763261,[],297.0,Rock Hill,[],,,,,
Point,-97.6200043,30.4393696,Feature,[],,,,,,,[],Dimension Mission Critical Facilities,,United States,[],0.0,07c52e20-b62b-11e5-ad0b-02b4d6763261,[],,Austin Technology Park,[],,,,,
Point,-76.81145,39.426995,Feature,[],,,,,,,[],Expedient,,United States,[],0.0,070c655d-b62b-11e5-ad0b-02b4d6763261,[],818.0,Baltimore Owings Mills,[],,,,,
Point,-93.7121656,41.6266555,Feature,[],,,,,,,[],IP Pathways,,United States,[],,0751f9d9-b62b-11e5-ad0b-02b4d6763261,[],,Urbandale,[],,,,,
Point,-97.133379,31.554973,Feature,[],,,,,,,[],Clearview International,,United States,[],,07c55517-b62b-11e5-ad0b-02b4d6763261,[],,Waco,[],,,,,
Point,-71.4703509,43.5278546,Feature,[],,,,,,,[],"FairPoint Communications, Inc.",,United States,[],,06a0d24a-b62b-11e5-ad0b-02b4d6763261,[],,Laconia,[],,,,,
Point,-156.3319253,20.7983626,Feature,[],,,,,,,[],Smartronix,,United States,[],,07c52e03-b62b-11e5-ad0b-02b4d6763261,[],,Island of Maui,[],,,,,
Point,-83.0691263,42.3261025,Feature,[],,,,,,,[],Quicken Loans,,United States,[],,06cf8371-b62b-11e5-ad0b-02b4d6763261,[],,Detroit,[],,,,,
Point,-73.81956,41.0710947,Feature,[],,,,,0,1,[],Equinix,,United States,[],,06daa6f4-b62b-11e5-ad0b-02b4d6763261,[],1458.0,Elmsford,[],,,,,
Point,-74.43185299160154,39.35791272202246,Feature,[],,,,,0,1,[],Continent 8 Technologies,,United States,[],,07c506f9-b62b-11e5-ad0b-02b4d6763261,[],,Atlantic City,[],,,,,
Point,-95.3283051,43.4304748,Feature,[],,,,,,,[],Great Lakes Communication Corporation (GLCC),,United States,[],,073dae8f-b62b-11e5-ad0b-02b4d6763261,[],,Lake Park,[],,,,,
Point,-94.5785667,39.0997265,Feature,[],,,,,,,[],Hunt Midwest,,United States,[],,070f2484-b62b-11e5-ad0b-02b4d6763261,[],,Subtropolis,[],,,,,
Point,-77.5160788,37.7772071,Feature,[],,,,,,,[],Pixel Factory Data Center,,United States,[],,07865050-b62b-11e5-ad0b-02b4d6763261,[],,Hanover County,[],,,,,
Point,-105.2705456,40.0149856,Feature,[],,,,,,,[],Earthnet,,United States,[],,0746d643-b62b-11e5-ad0b-02b4d6763261,[],,Boulder,[],,,,,
Point,-105.2705456,40.0149856,Feature,[],,,,,,,[],Uber,,United States,[],,069f2490-b62b-11e5-ad0b-02b4d6763261,[],,Boulder,[],,,,,
Point,-93.7321228,32.5159852,Feature,[],,,,,,,[],Venyu,,United States,[],,070c1743-b62b-11e5-ad0b-02b4d6763261,[],,Bossier City,[],,,,,
Point,-75.3878525,43.3447295,Feature,[],,,,,,,[],M&T Bank,,United States,[],,07867751-b62b-11e5-ad0b-02b4d6763261,[],,Western New York,[],,,,,
Point,-105.040889,40.541544,Feature,[],,,,,,,[],Front Range Internet,,United States,[],,069dc506-b62b-11e5-ad0b-02b4d6763261,[],,Fort Collins,[],,,,,
Point,-81.7677645,40.2706324,Feature,[],,,,,,,[],CBRE,,United States,[],,06cbd9e2-b62b-11e5-ad0b-02b4d6763261,[],,Innovation Park- Greenfield,[],,,,,
Point,-96.7297205,32.9481789,Feature,[],,,,,0,1,[],DataBank,2012-12-31 23:00:00,United States,[],20000.0,073a0503-b62b-11e5-ad0b-02b4d6763261,[],3902.0,North Dallas Data Center,[],,,2012-12-31 23:00:00,,31-12-2012
Point,-93.26667,44.983334,Feature,[],,,,,0,1,[],DataBank,,United States,[],5000.0,06fef7d7-b62b-11e5-ad0b-02b4d6763261,[],1486.0,West Twin Cities Data Center,[],,,,,
Point,-96.8501726,33.1578964,Feature,[],,,,,,,[],Patronus Data Centers,,United States,[],0.0,06d0bbf0-b62b-11e5-ad0b-02b4d6763261,[],9290.0,Frisco,[],,,,,
Point,-114.2762407,48.2257941,Feature,[],,,,,,,[],MontanaSky Networks,,United States,[],,074b4318-b62b-11e5-ad0b-02b4d6763261,[],,Evergreen,[],,,,,
Point,-80.6244215,35.4997977,Feature,[],,,,,,,[],DataChambers,,United States,[],0.0,07105cfb-b62b-11e5-ad0b-02b4d6763261,[],4645.0,Kannapolis,[],,,,,
Point,-97.0328547,47.9252568,Feature,[],,,,,,,[],University of North Dakota,,United States,[],,06daa6fc-b62b-11e5-ad0b-02b4d6763261,[],,Grand Forks,[],,,,,
Point,-88.7930483,33.4705981,Feature,[],,,,,,,[],C Spire,,United States,[],3000.0,0745018f-b62b-11e5-ad0b-02b4d6763261,[],,Starkville,[],,,,,
Point,-96.1389257,41.1181847,Feature,[],,,,,,,[],Travelers Insurance Group,,United States,[],,074305c4-b62b-11e5-ad0b-02b4d6763261,[],,Sarpy County,[],,,,,
Point,-78.8689155,38.4495688,Feature,[],,,,,,,[],DBT DATA,,United States,[],6000.0,06cf3548-b62b-11e5-ad0b-02b4d6763261,[],,Harrisonburg,[],,,,,
Point,-105.0019705,40.4191078,Feature,[],,,,,,,[],Niobrara NatGas,,United States,[],,069cdaa4-b62b-11e5-ad0b-02b4d6763261,[],,Niobrara Data Center Energy Park,[],,,,,
Point,-94.9078282,47.5050983,Feature,[],,,,,,,[],Paul Bunyan Communications,,United States,[],,06990a19-b62b-11e5-ad0b-02b4d6763261,[],,Bemidji,[],,,,,
Point,-74.5004796,40.6342489,Feature,[],,,,,,,[],Griffin Capital Essential Asset REIT,,United States,[],,06d2b7c1-b62b-11e5-ad0b-02b4d6763261,[],,Warren,[],,,,,
Point,-77.1115224,39.0601792,Feature,[],,,,,,,[],Greencourt Group,,United States,[],,074d3ee1-b62b-11e5-ad0b-02b4d6763261,[],,Rockville,[],,,,,
Point,-83.6499321,41.04422,Feature,[],,,,,,,[],American Electric Power (AEP),,United States,[],,073a5325-b62b-11e5-ad0b-02b4d6763261,[],,Findlay Commerce Park,[],,,,,
Point,-108.6870322,36.7855543,Feature,[],,,,,,,[],Navajo Tribal Utility Authority,,United States,[],,0702051d-b62b-11e5-ad0b-02b4d6763261,[],,Shiprock,[],,,,,
Point,-76.5493789,37.6124669,Feature,[],,,,,,,[],Gen-i,,United States,[],,074f88e0-b62b-11e5-ad0b-02b4d6763261,[],,NZ$10.5m,[],,,,,
Point,-73.6686603,42.9286689,Feature,[],,,,,,,[],Skae Power Solutions,,United States,[],,078c6ace-b62b-11e5-ad0b-02b4d6763261,[],,Palisades,[],,,,,
Point,-82.2270568,34.9387279,Feature,[],,,,,,,[],CBRE,,United States,[],,0742dea6-b62b-11e5-ad0b-02b4d6763261,[],,Velocity Park,[],,,,,
Point,-84.3538367,40.1172727,Feature,[],,,,,,,[],Marias Technology,,United States,[],,07c57c28-b62b-11e5-ad0b-02b4d6763261,[],,Covington,[],,,,,
Point,-93.6523425,44.8077534,Feature,[],,,,,0,1,[],CBRE,,United States,[],,078a9623-b62b-11e5-ad0b-02b4d6763261,[],,11191 Victoria Drive,[],,,,,
Point,-71.1203479,43.9791831,Feature,[],,,,,,,[],The Echo Group,,United States,[],,0751abc0-b62b-11e5-ad0b-02b4d6763261,[],,Conway,[],,,,,
Point,-122.2744306,47.1546572,Feature,[],,,,,,,[],The Benaroya Company,,United States,[],8600.0,0791e90a-b62b-11e5-ad0b-02b4d6763261,[],,South Hill Data Center,[],,,,,
Point,-122.2802027,47.1547788,Feature,[],,,,,,,[],The Benaroya Company,,United States,[],17500.0,06dc2d98-b62b-11e5-ad0b-02b4d6763261,[],,South Hill Data Center 2,[],,,,,
Point,-105.5667686,41.33435148,Feature,[],,,,,,,[],Microsoft,,United States,[],,070f2483-b62b-11e5-ad0b-02b4d6763261,[],,Laramie - Cheyenne,[],,,,,
Point,-77.862778,40.796111,Feature,[],,,,,,,[],Penn State,,United States,[],,074b1c17-b62b-11e5-ad0b-02b4d6763261,[],,University Park,[],,,,,
Point,-76.7382545,39.1304956,Feature,[],,,,,,,[],National Security Agency NSA,,United States,[],,07c8d79e-b62b-11e5-ad0b-02b4d6763261,[],,High Performance Computing Center 2,[],,,,,
Point,-73.9477384,41.0555461,Feature,[],,,,,,,[],Bloomberg,,United States,[],,07038bbb-b62b-11e5-ad0b-02b4d6763261,[],,Orangetown,[],,,,,
Point,-76.1865964,42.3042402,Feature,[],,,,,,,[],CentriLogic,,United States,[],,06fcade2-b62b-11e5-ad0b-02b4d6763261,[],,Bracknell,[],,,,,
Point,-78.4348297,39.3008969,Feature,[],,,,,,,[],Enterprise Cloud Computing Center EC3,,United States,[],,070debf9-b62b-11e5-ad0b-02b4d6763261,[],,Enterprise Cloud Computing Center EC3,[],,,,,
Point,-77.3513738,39.3259366,Feature,[],,,,,,,[],The US Social Security Administration (SSA),,United States,[],,06daa701-b62b-11e5-ad0b-02b4d6763261,[],,Maryland,[],,,,,
Point,-93.1752098,44.8415428,Feature,[],,,,,0,1,[],Digital Realty Trust,,United States,[],,07867764-b62b-11e5-ad0b-02b4d6763261,[],10000.0,1500 Towerview Road,[],,,,,
Point,-93.145685,44.838563,Feature,[],,,,,0,1,[],DataBank,,United States,[],20000.0,0791c217-b62b-11e5-ad0b-02b4d6763261,[],4645.0,East Twin Cities Data Center,[],,,,,
Point,-74.0679753,40.1606666,Feature,[],,,,,,,[],New Jersey Fiber Exchange (NJFX),,United States,[],,06a05d1a-b62b-11e5-ad0b-02b4d6763261,[],,Wall,[],,,,,
Point,-74.58469071,40.3657517,Feature,[],,,,,,,[],Steel Orca,,United States,[],,07cb218b-b62b-11e5-ad0b-02b4d6763261,[],,South Brunswick,[],,,,,
Point,-71.0588801,42.3600825,Feature,[],,,,,0,1,[],EdgeConneX,,United States,[],,0788c146-b62b-11e5-ad0b-02b4d6763261,[],1124.0,Boston,"[""undefined"", ""Lightower Fiber Networks"", ""Comcast""]",,,,,
Point,-71.2175068,42.5528579,Feature,[],,,,,0,1,[],Equinix,,United States,[],,07867779-b62b-11e5-ad0b-02b4d6763261,[],7060.0,Boston 2,[],,,,,
Point,-73.955479,41.043728,Feature,[],,,,,,,[],Frontline Data Services,,United States,[],,0707d172-b62b-11e5-ad0b-02b4d6763261,[],,Frontline Data Services Data Center,[],,,,,
Point,-77.0363658,38.8951118,Feature,[],,,,,,,[],ByteGrid,,United States,[],,069eaf69-b62b-11e5-ad0b-02b4d6763261,[],,Metro Washington DC 2,[],,,,,
Point,-70.7625532,43.0717552,Feature,[],,,,,,,[],ColoSpace,,United States,[],,06d576d8-b62b-11e5-ad0b-02b4d6763261,[],,Portsmouth Data Center,[],,,,,
Point,-71.575638,42.292532,Feature,[],,,,,,,[],ColoSpace,,United States,[],,078fc620-b62b-11e5-ad0b-02b4d6763261,[],,Westborough Data Center,[],,,,,
Point,-122.190593,47.7790909,Feature,[],,,,,,,[],Kanobe,,United States,[],,0744b368-b62b-11e5-ad0b-02b4d6763261,[],,Kanobe Bothell,[],,,,,
Point,-80.091582,26.436014,Feature,[],,,,,,,[],Host.net,,United States,[],,06d094d5-b62b-11e5-ad0b-02b4d6763261,[],,Host.net Delray Beach,[],,,,,
Point,-90.4211149,38.6936112,Feature,[],,,,,,,[],XO Communications,,United States,[],,074e7769-b62b-11e5-ad0b-02b4d6763261,[],,<!--td {border: 1px solid #ccc;}br {mso-data-placement:same-cell;}-->Maryland Heights,[],,,,,
Point,-122.782798,45.4436589,Feature,[],,,,,0,1,[],XO Communications,,United States,[],,06d528b6-b62b-11e5-ad0b-02b4d6763261,[],,Portland 1,[],,,,,
Point,-88.112712,41.796576,Feature,[],,,,,,,[],XNet,,United States,[],,074f13a0-b62b-11e5-ad0b-02b4d6763261,[],,XNet Critical Computing Facility,[],,,,,
Point,-80.129892,26.289713,Feature,[],,,,,,,[],Volico,,United States,[],,074f3abd-b62b-11e5-ad0b-02b4d6763261,[],,Volico Broward,[],,,,,
Point,-94.20378657,45.54129191,Feature,[],,,,,,,[],Vaultas,,United States,[],,070debf2-b62b-11e5-ad0b-02b4d6763261,[],,Vaultas St. Cloud,[],,,,,
Point,-75.421088,40.121728,Feature,[],,,,,,,[],DBSi,,United States,[],,07889a49-b62b-11e5-ad0b-02b4d6763261,[],,Valley Forge,[],,,,,
Point,-95.3017397,32.3516219,Feature,[],,,,,,,[],Tyler Vault.com,,United States,[],,07038bbe-b62b-11e5-ad0b-02b4d6763261,[],,Tyler Vault.com Data Center,[],,,,,
Point,-93.4367726,44.9719983,Feature,[],,,,,,,[],US Internet,,United States,[],,06dbdf71-b62b-11e5-ad0b-02b4d6763261,[],,US Internet Data Center,[],,,,,
Point,-89.792495,35.158668,Feature,[],,,,,0,1,[],CenturyLink,,United States,[],,078c6aeb-b62b-11e5-ad0b-02b4d6763261,[],,Memphis (Cordova Road),[],,,,,
Point,-89.883282,35.0345,Feature,[],,,,,0,1,[],CenturyLink,,United States,[],,07cafa68-b62b-11e5-ad0b-02b4d6763261,[],,Memphis (East Raines Road),[],,,,,
Point,-89.8853296,35.0387368,Feature,[],,,,,0,1,[],EdgeConneX,,United States,[],,073dfca0-b62b-11e5-ad0b-02b4d6763261,[],566.0,Memphis,"[""Zayo"", ""TW Telecom"", ""XO Communications"", ""Windstream Communications"", ""Comcast""]",,,,,
Point,-89.808546,35.203141,Feature,[],,,,,0,1,[],Zayo Group LLC,,United States,[],1329.0,06d8d231-b62b-11e5-ad0b-02b4d6763261,[],557.0,7620 Appling Center Dr,[],,,,,
Point,-89.893312,35.113191,Feature,[],,,,,,,[],WorldSpice Technologies,,United States,[],,06cbd9ea-b62b-11e5-ad0b-02b4d6763261,[],,Worldspice Data Center,[],,,,,
Point,-85.757998,38.246048,Feature,[],,,,,0,1,[],CenturyLink,,United States,[],,06dd3f08-b62b-11e5-ad0b-02b4d6763261,[],,Louisville (West Broadway),[],,,,,
Point,-84.499525,38.047924,Feature,[],,,,,0,1,[],CenturyLink,,United States,[],,06fef7e4-b62b-11e5-ad0b-02b4d6763261,[],,Lexington (West Vine Street),[],,,,,
Point,-84.491493,38.08772,Feature,[],,,,,,,[],CBRE,,United States,[],,070c3e50-b62b-11e5-ad0b-02b4d6763261,[],,Coldstream Research Campus,[],,,,,
Point,-122.8248549,45.4941416,Feature,[],,,,,0,1,[],CenturyLink,,United States,[],,069cb39f-b62b-11e5-ad0b-02b4d6763261,[],,Cedar Hills (Millikan Way),[],,,,,
Point,-75.9045433,42.1022636,Feature,[],,,,,0,1,[],CenturyLink,,United States,[],,06d0bbe9-b62b-11e5-ad0b-02b4d6763261,[],,Binghamton (Henry Street),[],,,,,
Point,-86.7611265,36.1194657,Feature,[],,,,,0,1,[],CenturyLink,,United States,[],,074af4f5-b62b-11e5-ad0b-02b4d6763261,[],,Berry Hill (Melrose Ave),[],,,,,
Point,-104.9508141,39.6172101,Feature,[],,,,,,,[],Travelport,,United States,[],,07105cf4-b62b-11e5-ad0b-02b4d6763261,[],,Travelport  Data Center,[],,,,,
Point,-113.603958,37.082019,Feature,[],,,,,,,[],Tonaquint Data Center,,United States,[],,0791c21c-b62b-11e5-ad0b-02b4d6763261,[],,Tonaquint Data Center,[],,,,,
Point,-81.4023356,40.875891,Feature,[],,,,,,,[],The Karcher Group,,United States,[],,07051264-b62b-11e5-ad0b-02b4d6763261,[],,The Karcher Group Data Center,[],,,,,
Point,-75.6485172,40.5418465,Feature,[],,,,,,,[],DBSi,,United States,[],,073fd164-b62b-11e5-ad0b-02b4d6763261,[],,Tek Park,[],,,,,
Point,-73.1406825,44.4538615,Feature,[],,,,,,,[],"Tech Vault, Inc.",,United States,[],,07919ae1-b62b-11e5-ad0b-02b4d6763261,[],,Tech Vault Data Center,[],,,,,
Point,-95.7450531,29.7945966,Feature,[],,,,,0,1,[],EdgeConneX,,United States,[],,07c8d781-b62b-11e5-ad0b-02b4d6763261,[],1030.0,Houston,"[""Phonoscope"", ""Alpheus Communications"", ""Zayo"", ""enTouch"", ""Level 3 Communications, LLC"", ""Comcast"", ""AT&T US - AS7132""]",,,,,
Point,-95.745189,29.794594,Feature,[],,,,,,,[],StratITsphere,,United States,[],,075443c5-b62b-11e5-ad0b-02b4d6763261,[],,StratITsphere - Alpha,[],,,,,
Point,-95.75588862,29.80281069,Feature,[],,,,,,,[],Skybox Datacenters,,United States,[],,06fc86d9-b62b-11e5-ad0b-02b4d6763261,[],,Houston,[],,,,,
Point,-72.693123,44.458923,Feature,[],,,,,,,[],Power Shift,,United States,[],,069cdaa1-b62b-11e5-ad0b-02b4d6763261,[],,StoweVT,[],,,,,
Point,-83.1797188,38.2970494,Feature,[],,,,,,,[],Stone Mountain,,United States,[],,06d528ba-b62b-11e5-ad0b-02b4d6763261,[],,Stone Mountain Data Complex,[],,,,,
Point,-84.745231,39.5069974,Feature,[],,,,,,,[],CBRE,,United States,[],,074b1c14-b62b-11e5-ad0b-02b4d6763261,[],,Oxford- Greenfield,[],,,,,
Point,-73.1541621,41.4669179,Feature,[],,,,,,,[],SteelVault,,United States,[],,06d8ab27-b62b-11e5-ad0b-02b4d6763261,[],,SteelVault OX-1,[],,,,,
Point,-73.1145956,40.9291871,Feature,[],,,,,,,[],Stafford Associates,,United States,[],,07541cb5-b62b-11e5-ad0b-02b4d6763261,[],,Stafford Assoicates Data Center,[],,,,,
Point,-75.065785,39.94917,Feature,[],,,,,,,[],Sprint,,United States,[],,070f2482-b62b-11e5-ad0b-02b4d6763261,[],,Sprint Pennsauken,[],,,,,
Point,-88.0404658,30.6913428,Feature,[],,,,,0,1,[],CenturyLink,,United States,[],,06dd6613-b62b-11e5-ad0b-02b4d6763261,[],,Mobile (South Royal Street),[],,,,,
Point,-88.1738971,30.6953879,Feature,[],,,,,,,[],Server Corps,,United States,[],,078c91e7-b62b-11e5-ad0b-02b4d6763261,[],,Server Corps,[],,,,,
